ticker,date,Open,High,Low,Close,Volume,daily_return,return_zscore,volume_zscore
TCS.NS,2025-04-03,3374.3842427691143,3385.0167912281404,3282.702582798802,3289.46875,4537821,-0.03972962946993164,-2.87853703365155,2.1009386850606773
TCS.NS,2025-07-11,3218.0184502225306,3252.247598137654,3180.1813972680684,3184.959716796875,7635550,-0.03429928117242642,-2.8472352266631997,3.777072440730232
TCS.NS,2025-08-20,2946.1539583708727,3036.664852119672,2946.1539583708727,3031.96826171875,4952358,0.027319174147006242,2.6385808559343107,2.4316314121643625
TCS.NS,2026-01-08,3228.2143763788763,3228.2143763788763,3125.1873956711997,3146.6962890625,4159336,-0.0278250498613416,-2.499775356069214,2.1983890033772617
TCS.NS,2026-02-04,3120.0,3120.0,2986.0,2999.10009765625,10852595,-0.07013299468186285,-3.1506422224220407,3.4352215830200814
TCS.NS,2026-02-12,2869.800048828125,2880.0,2740.0,2750.10009765625,10612156,-0.054883479446016126,-2.0708171234933217,2.599914628916488
INFY.NS,2024-07-12,1613.340833576749,1651.5136300854847,1600.520559326722,1643.8310546875,17078316,0.035729426568177125,2.739245025589964,2.247055769215684
INFY.NS,2024-11-06,1713.296194916247,1774.679548579323,1711.985022561022,1771.2801513671875,10421494,0.039619277216508264,2.297968418492657,2.01536035755355
INFY.NS,2025-01-17,1797.7954209897873,1804.5942151264314,1759.9164250856263,1763.2672119140625,16409953,-0.058596278764030174,-3.0121152779555844,3.0796927835923236
INFY.NS,2025-02-28,1704.6034155946859,1704.6519072727174,1634.0901134127998,1639.189208984375,12182167,-0.043416699975758144,-2.6516075068959064,3.26943433653716
INFY.NS,2025-03-12,1589.84944650162,1589.84944650162,1518.850635339536,1545.123046875,14870008,-0.042579398228760446,-2.0288876359306536,2.3630225616894593
INFY.NS,2025-09-09,1458.6694341238242,1484.474341584966,1450.297597398603,1481.6181640625,13072640,0.049828968595041045,2.478466989031632,1.5165308419307288
INFY.NS,2025-10-23,1487.2321904325627,1522.6893817276436,1483.292502510887,1505.4532470703125,20358624,0.03810099164716063,2.4363790445532083,2.9586277050485674
INFY.NS,2025-12-22,1664.0,1693.199951171875,1664.0,1689.5999755859375,23098923,0.031061222878332684,2.519609868767653,3.312076392644427
INFY.NS,2026-01-16,1663.699951171875,1694.0,1653.4000244140625,1689.800048828125,19335957,0.05625703041197316,3.112691273018361,2.1680049241350754
INFY.NS,2026-02-04,1574.0,1584.9000244140625,1510.0999755859375,1535.800048828125,28828622,-0.07258451157721924,-3.091912389177842,3.393032378448331
INFY.NS,2026-02-12,1428.9000244140625,1435.699951171875,1380.5,1386.0,26048896,-0.05835995854966969,-2.0263013170188833,2.2554971147428855
INFY.NS,2026-04-24,1200.0,1223.9000244140625,1152.199951171875,1154.5999755859375,42078914,-0.06932129751121596,-2.856452457726648,3.739686771315547
INFY.NS,2026-05-19,1162.0,1198.4000244140625,1162.0,1196.9000244140625,32175705,0.04761490101887311,2.0370642755943735,1.9044716694553445
HDFCBANK.NS,2024-10-03,846.3844351066934,851.5644172954591,825.5164827720641,829.7838134765625,48473398,-0.02560535132398034,-2.4888235198646385,1.7643531876848102
HDFCBANK.NS,2025-06-26,977.4873577522009,1000.032590400823,976.7966813877978,997.41796875,50084830,0.021008027701558962,2.017422505340395,3.1646369973860646
HDFCBANK.NS,2026-01-05,1005.75,1006.4000244140625,976.2999877929688,977.5,27647379,-0.02406147780888168,-2.905932504027909,1.7990395716332994
HDFCBANK.NS,2026-03-16,817.0,844.5,815.6500244140625,840.5999755859375,52182605,0.02888613902807524,2.2398943263285425,1.6802533655679517
HDFCBANK.NS,2026-03-19,770.0,815.6500244140625,770.0,798.2000122070312,171637393,-0.05319966340709026,-2.710665114239802,4.0667480750476415
ICICIBANK.NS,2024-09-20,1285.0841618950908,1351.9184375163336,1281.6606270608918,1328.201416015625,73257767,0.03595193840401367,2.5281049923692422,4.1353005451898115
ICICIBANK.NS,2024-10-28,1275.6569864282283,1297.7862848220739,1270.794481272672,1282.95068359375,24096412,0.02979013015710419,2.1301857739591155,2.449477522507924
ICICIBANK.NS,2025-01-21,1227.4786100806577,1229.4632960558952,1183.567432878532,1186.9910888671875,20520898,-0.029847087515220028,-2.2750790775257346,3.2186170842965396
ICICIBANK.NS,2025-10-01,1348.0,1379.4000244140625,1347.0999755859375,1372.0,20952632,0.017804154302670572,2.5669306762079716,1.678777297822568
ICICIBANK.NS,2025-10-20,1442.0,1445.0,1389.199951171875,1390.300048828125,23330227,-0.03222882329434007,-2.880140440627965,1.755696145740134
ICICIBANK.NS,2026-01-06,1372.0,1413.5999755859375,1366.0,1411.199951171875,17260416,0.028946373439208806,2.993517442714603,2.017476774651475
WIPRO.NS,2024-07-22,244.19286943918488,246.88789630919507,235.0766423922326,237.06861877441406,76014568,-0.09224696866033277,-3.35501417459805,3.0010995232534543
WIPRO.NS,2024-10-14,252.48886235429111,258.65225425758405,251.36397016903481,257.5742492675781,33136266,0.04022337176874902,2.733952371075877,2.9780371671685035
WIPRO.NS,2024-10-18,249.34856373542928,261.7222633035247,245.97391579802175,257.1524353027344,74653054,0.03763591973366465,2.077723610661087,3.7866854219158457
WIPRO.NS,2024-12-20,295.74991150702635,299.96821452376685,285.34475834429355,286.0946960449219,22214824,-0.02414064323278986,-2.267567399879002,2.130296787192929
WIPRO.NS,2025-01-10,275.8769943454597,284.2667414383746,275.8769943454597,281.7357482910156,19505556,0.02822441244109264,2.104997041833972,2.2178873140283595
WIPRO.NS,2025-01-20,283.0949798507754,286.28213615414626,278.3611182862153,281.45452880859375,39380165,0.0649049539020854,3.0473037353104053,3.85447580266444
WIPRO.NS,2025-02-28,281.07212843212847,281.07212843212847,264.8196584207469,265.4410705566406,17458839,-0.05721563414043285,-2.6284131846809546,2.00028111753251
WIPRO.NS,2025-07-11,249.52319590064903,250.5270131794162,246.41610629652217,246.94190979003906,13109857,-0.025466893959179004,-2.3336772959647734,1.6375934847210356
WIPRO.NS,2025-10-17,243.70806129004103,243.70806129004103,233.09213873523723,234.8370819091797,43802251,-0.05086481646474428,-2.8672331475865436,3.9217243950379745
WIPRO.NS,2025-12-22,260.77738759923454,266.2266963670133,260.0852352744315,265.8075256347656,14651313,0.0310833845226115,2.5376455904130566,1.7807953896451416
WIPRO.NS,2026-01-19,245.6577170977665,245.6577170977665,235.47072347084665,239.75997924804688,65833247,-0.08038896731999823,-3.242762773180504,4.118075673102239
BAJFINANCE.NS,2024-09-02,722.9391729674592,740.4312149901335,718.4667696554383,739.4423217773438,22963780,0.033318773929301715,2.0237661866316152,1.9323939655311229
BAJFINANCE.NS,2024-09-16,763.290133829076,763.290133829076,727.7096944103594,730.0701293945312,26795550,-0.03326306223679654,-2.5114286562448327,1.7709781407487242
BAJFINANCE.NS,2024-10-23,656.5239332596005,705.5315295930252,656.0518098744292,695.2897338867188,26373910,0.04760486346618675,2.7505288505224645,2.4896885019149964
BAJFINANCE.NS,2025-01-02,693.7193937288879,738.4434234105497,692.8248888709156,734.388427734375,31716510,0.06544768173732796,3.320275146153578,2.8120313082444905
BAJFINANCE.NS,2025-02-03,787.3615168082749,838.754416306181,787.2472317754509,837.4127197265625,43369260,0.05321179174207735,2.150033873296393,2.1915233196957287
BAJFINANCE.NS,2025-04-30,878.5787472966435,883.3492984982109,850.3528899743571,858.15478515625,39690570,-0.05042336843275441,-2.5746487185756126,3.7956942034185963
BAJFINANCE.NS,2025-06-06,894.5,943.4000244140625,887.5999755859375,937.1500244140625,19783860,0.048970224764313786,2.6219097943374576,3.0058766623532396
BAJFINANCE.NS,2025-07-25,906.4000244140625,924.9000244140625,898.0,913.75,24415481,-0.04713489924568959,-2.8883952093921734,3.7938349231517243
BAJFINANCE.NS,2025-08-18,875.0,919.6500244140625,875.0,905.2000122070312,16277779,0.05078646396198039,2.569755298757113,1.5900763110293887
BAJFINANCE.NS,2025-09-04,915.0,948.0,912.25,934.75,21738706,0.042898597267316596,2.1299811236628265,3.3111777707339627
BAJFINANCE.NS,2025-11-11,1043.699951171875,1043.699951171875,997.0,1005.2000122070312,23762890,-0.07354837584605411,-3.2875406226316737,3.4993034050326095
BAJFINANCE.NS,2026-02-03,960.0,972.7999877929688,941.9000244140625,964.4000244140625,15261370,0.06716832066737344,3.199758994410236,2.0815340779252636
BAJFINANCE.NS,2026-03-24,830.0,854.0,817.5999755859375,849.0,18828248,0.044794518222592394,2.2626184483075944,2.2377955473593207
SBIN.NS,2024-08-05,799.25534329257,800.5553134135039,770.3665959446458,781.5850830078125,27676951,-0.04269620855670497,-2.64937670943924,2.1429993486132366
SBIN.NS,2024-09-06,781.4406841241514,782.7888492947188,748.2186217676717,753.514892578125,40220096,-0.04427479355925312,-3.1495873439100484,3.7694666617259838
SBIN.NS,2024-10-07,770.3666227637009,774.2184558775194,737.0482898388944,742.1038208007812,24267990,-0.03263667894730726,-2.2902037831941406,1.7819501945885585
SBIN.NS,2024-10-29,766.5148254883454,803.925732845734,761.2185547092174,801.8554077148438,28274791,0.05132255981570166,2.7059393428890246,2.3987756004729666
SBIN.NS,2025-09-17,819.5279331306582,842.9556827448961,816.2863746805828,841.973388671875,17243938,0.030785881193954534,3.1578157710872943,3.6863412749682154
SBIN.NS,2025-12-05,932.049720989894,956.0668234213827,929.9378246743456,954.2987060546875,17347847,0.02468098057545398,2.4441867396042296,2.3340110781983934
SBIN.NS,2026-02-09,1100.1693390052355,1129.638160585733,1081.0146049779123,1125.708984375,40852966,0.07464360465949627,2.9545760483112478,3.73463226537815
SBIN.NS,2026-05-08,1070.7005210892246,1075.6119913694504,993.0010852378409,1001.2523193359375,48065909,-0.0665751479440777,-3.18916668867842,3.3776859870349014
